system:index,histogram,shapeGroup,shapeType
2016_01_01_0001000000000000002e,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 50.090196078431376], [10.0, 11.458823529411765], [11.0, 5.764705882352941], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 24.137254901960787]]",NRU,ADM0
2016_01_01_0001000000000000002f,"[[1.0, 90.90980392156864], [2.0, 140949.2509803921], [3.0, 0.0], [4.0, 4582.360784313724], [5.0, 5047.454901960785], [6.0, 48.0], [7.0, 13.0], [8.0, 169049.44313725497], [9.0, 97246.9254901961], [10.0, 20912.647058823535], [11.0, 1126.3294117647058], [12.0, 14083.168627450985], [13.0, 1847.4156862745099], [14.0, 13565.886274509798], [15.0, 0.0], [16.0, 28.0], [17.0, 1421.9764705882358]]",GTM,ADM0
2016_01_01_00010000000000000030,"[[1.0, 2.0], [2.0, 737925.7607843135], [3.0, 0.0], [4.0, 378.5333333333333], [5.0, 58.423529411764704], [6.0, 110.81960784313725], [7.0, 0.0], [8.0, 31946.113725490188], [9.0, 15139.976470588235], [10.0, 53064.94117647055], [11.0, 4099.090196078434], [12.0, 6965.125490196078], [13.0, 744.9254901960785], [14.0, 2103.5294117647063], [15.0, 0.0], [16.0, 2.9176470588235293], [17.0, 2842.4549019607816]]",GUY,ADM0
2016_01_01_00010000000000000031,"[[1.0, 8.03137254901961], [2.0, 847.462745098039], [3.0, 0.0], [4.0, 1.0], [5.0, 14.52156862745098], [6.0, 3.0], [7.0, 124.0], [8.0, 14838.541176470575], [9.0, 41268.9725490196], [10.0, 15332.745098039195], [11.0, 1028.9725490196074], [12.0, 29904.29803921567], [13.0, 2330.8980392156873], [14.0, 14106.94901960784], [15.0, 0.0], [16.0, 35.07843137254902], [17.0, 2045.2588235294102]]",HTI,ADM0
2016_01_01_00010000000000000032,"[[1.0, 30.211764705882352], [2.0, 133513.17254901957], [3.0, 0.0], [4.0, 1961.9529411764704], [5.0, 1716.2588235294118], [6.0, 156.0], [7.0, 3.0], [8.0, 205357.38823529435], [9.0, 97150.30980392151], [10.0, 22793.121568627445], [11.0, 4993.0901960784395], [12.0, 8601.988235294117], [13.0, 1327.3921568627452], [14.0, 1081.8078431372548], [15.0, 0.0], [16.0, 26.745098039215687], [17.0, 3728.627450980388]]",HND,ADM0
2016_01_01_00010000000000000033,"[[1.0, 501.3137254901961], [2.0, 4604676.199999999], [3.0, 10.8], [4.0, 13906.411764705887], [5.0, 1669.3372549019612], [6.0, 3859.2745098039213], [7.0, 13.0], [8.0, 1572994.250980392], [9.0, 373969.00784313725], [10.0, 185383.6901960784], [11.0, 196593.22745098034], [12.0, 192945.66274509794], [13.0, 60232.56862745094], [14.0, 313907.5019607844], [15.0, 1.0], [16.0, 572.035294117647], [17.0, 98854.45882352897]]",IDN,ADM0
2016_01_01_00010000000000000034,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 13.486274509803923], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 105.00392156862753]]",TUV,ADM0
2016_01_01_00010000000000000035,"[[1.0, 133.0], [2.0, 34993.090196078425], [3.0, 0.0], [4.0, 329.58431372549023], [5.0, 935.3921568627451], [6.0, 13.0], [7.0, 0.0], [8.0, 7183.682352941171], [9.0, 305055.7411764704], [10.0, 603556.2117647058], [11.0, 5927.650980392155], [12.0, 25469.37254901961], [13.0, 6459.89411764706], [14.0, 592.0], [15.0, 0.0], [16.0, 65.23921568627452], [17.0, 18935.93725490195]]",URY,ADM0
2016_01_01_00010000000000000036,"[[1.0, 42.090196078431376], [2.0, 44321.47843137251], [3.0, 0.0], [4.0, 14.858823529411763], [5.0, 15.380392156862747], [6.0, 7.898039215686275], [7.0, 0.0], [8.0, 622.4666666666667], [9.0, 50.11764705882353], [10.0, 1641.0196078431375], [11.0, 1300.58431372549], [12.0, 11.0], [13.0, 17.53333333333333], [14.0, 0.0], [15.0, 0.0], [16.0, 114.0], [17.0, 5124.737254901958]]",VUT,ADM0
2016_01_01_00010000000000000037,"[[1.0, 45.89803921568627], [2.0, 1657204.0509803912], [3.0, 1.0], [4.0, 26631.870588235295], [5.0, 1145.729411764706], [6.0, 5519.556862745098], [7.0, 10299.333333333334], [8.0, 314499.2627450981], [9.0, 766723.6000000002], [10.0, 823101.6313725491], [11.0, 27118.686274509808], [12.0, 35596.168627450985], [13.0, 23093.996078431373], [14.0, 3707.3960784313726], [15.0, 0.0], [16.0, 3449.1098039215694], [17.0, 37832.47450980412]]",VEN,ADM0
2016_01_01_00010000000000000038,"[[1.0, 265.0980392156863], [2.0, 0.0], [3.0, 0.0], [4.0, 9.0], [5.0, 19.0], [6.0, 0.0], [7.0, 0.0], [8.0, 350.2392156862745], [9.0, 47378.14117647036], [10.0, 65529.78039215678], [11.0, 7035.282352941229], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 35.49411764705882], [17.0, 3408.172549019566]]",117,DISP
2016_01_01_00010000000000000039,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 3.0], [10.0, 0.0], [11.0, 14.905882352941175], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 10.850980392156861]]",120,DISP
2016_01_01_0001000000000000003a,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 1.011764705882353]]",123,DISP
2017_01_01_00000000000000000000,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 191864.57254901956], [8.0, 0.0], [9.0, 5163.082352941176], [10.0, 346605.2784313729], [11.0, 3453.0274509803926], [12.0, 258704.09411764695], [13.0, 24084.878431372552], [14.0, 888.0], [15.0, 0.0], [16.0, 1641989.1803921554], [17.0, 26211.98823529412]]",IRQ,ADM0
2017_01_01_00000000000000000001,"[[1.0, 3408.0941176470587], [2.0, 30396.247058823534], [3.0, 0.0], [4.0, 1798.1803921568628], [5.0, 38732.592156862724], [6.0, 0.0], [7.0, 0.0], [8.0, 11650.396078431375], [9.0, 343852.5607843138], [10.0, 271744.99607843126], [11.0, 4802.2941176470595], [12.0, 26608.407843137255], [13.0, 5113.717647058824], [14.0, 26144.52549019608], [15.0, 0.0], [16.0, 7.1607843137254905], [17.0, 13391.043137255016]]",IRL,ADM0
2017_01_01_00000000000000000002,"[[1.0, 12462.513725490195], [2.0, 0.0], [3.0, 1954.745098039216], [4.0, 9405.86274509804], [5.0, 74282.09411764707], [6.0, 5648.803921568628], [7.0, 48793.941176470595], [8.0, 97423.05098039217], [9.0, 115193.41960784305], [10.0, 2.100650549411764E7], [11.0, 86501.67450980394], [12.0, 1454472.17254902], [13.0, 34120.46666666667], [14.0, 13898.01568627451], [15.0, 36612.10196078432], [16.0, 1080809.4901960758], [17.0, 570054.5647058825]]",KAZ,ADM0
2017_01_01_00000000000000000003,"[[1.0, 1.0], [2.0, 25310.4], [3.0, 0.0], [4.0, 271.93333333333334], [5.0, 123.0], [6.0, 28949.62745098039], [7.0, 283140.9686274509], [8.0, 16122.321568627453], [9.0, 124886.43137254904], [10.0, 1624656.0431372644], [11.0, 4118.105882352947], [12.0, 70603.44313725489], [13.0, 2339.8196078431374], [14.0, 64393.058823529434], [15.0, 0.0], [16.0, 75056.14117647058], [17.0, 43850.93725490196]]",KEN,ADM0
2017_01_01_00000000000000000004,"[[1.0, 196.43529411764706], [2.0, 0.0], [3.0, 349.1882352941176], [4.0, 301070.7725490197], [5.0, 77692.51764705882], [6.0, 0.0], [7.0, 0.0], [8.0, 104765.65098039218], [9.0, 34411.184313725484], [10.0, 51748.46666666663], [11.0, 2863.4941176470584], [12.0, 230812.3098039215], [13.0, 15730.203921568633], [14.0, 12426.709803921567], [15.0, 0.0], [16.0, 223.38431372549013], [17.0, 4552.109803921563]]",PRK,ADM0
2017_01_01_00000000000000000005,"[[1.0, 1682.2980392156862], [2.0, 280.7882352941176], [3.0, 162.82745098039214], [4.0, 201268.30980392155], [5.0, 74246.08235294119], [6.0, 0.0], [7.0, 0.0], [8.0, 124053.50196078428], [9.0, 17682.584313725525], [10.0, 22544.399999999994], [11.0, 4956.117647058827], [12.0, 113693.27058823529], [13.0, 36624.47058823526], [14.0, 7052.992156862745], [15.0, 0.0], [16.0, 45.58039215686274], [17.0, 6897.792156862704]]",KOR,ADM0
2017_01_01_00000000000000000006,"[[1.0, 64.0], [2.0, 0.0], [3.0, 3.0], [4.0, 10055.74117647059], [5.0, 787.3843137254902], [6.0, 0.0], [7.0, 0.0], [8.0, 17063.13333333332], [9.0, 22349.392156862745], [10.0, 12878.06274509803], [11.0, 42.858823529411765], [12.0, 14990.55294117647], [13.0, 1060.4549019607844], [14.0, 1198.713725490196], [15.0, 0.0], [16.0, 0.0], [17.0, 5.0]]",XKX,ADM0
2017_01_01_00000000000000000007,"[[1.0, 1973.3019607843135], [2.0, 0.0], [3.0, 5.0], [4.0, 89465.47843137252], [5.0, 5790.745098039215], [6.0, 0.0], [7.0, 0.0], [8.0, 119266.8705882353], [9.0, 64726.05098039213], [10.0, 10064.615686274508], [11.0, 2644.003921568628], [12.0, 205672.3882352941], [13.0, 14304.27843137255], [14.0, 86870.2431372549], [15.0, 0.0], [16.0, 8.0], [17.0, 3083.6352941176456]]",SRB,ADM0
2017_01_01_00000000000000000008,"[[1.0, 1.572549019607843], [2.0, 313.54901960784315], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 336.1137254901961], [9.0, 176.2549019607843], [10.0, 234.03921568627453], [11.0, 525.1764705882354], [12.0, 1.0], [13.0, 0.9803921568627451], [14.0, 0.0], [15.0, 0.0], [16.0, 43.67058823529412], [17.0, 150.607843137255]]",SYC,ADM0
2017_01_01_00000000000000000009,"[[1.0, 16.862745098039216], [2.0, 7152.839215686274], [3.0, 0.0], [4.0, 66.23921568627452], [5.0, 3.0], [6.0, 0.0], [7.0, 0.0], [8.0, 123817.10588235295], [9.0, 125889.93725490203], [10.0, 3358.223529411765], [11.0, 8314.580392156884], [12.0, 1670.3686274509805], [13.0, 829.3098039215686], [14.0, 26004.3568627451], [15.0, 0.0], [16.0, 9.105882352941176], [17.0, 854.8784313725494]]",SLE,ADM0
2017_01_01_0000000000000000000a,"[[1.0, 0.0], [2.0, 263.70588235294116], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 286.49411764705883], [9.0, 55.13333333333333], [10.0, 120.26274509803919], [11.0, 59.066666666666656], [12.0, 4.952941176470588], [13.0, 1728.1568627450986], [14.0, 0.0], [15.0, 0.0], [16.0, 3.980392156862745], [17.0, 239.81176470588244]]",SGP,ADM0
2017_01_01_0000000000000000000b,"[[1.0, 61286.219607843144], [2.0, 29752.02745098039], [3.0, 3.0], [4.0, 198391.74509803928], [5.0, 84559.51764705883], [6.0, 94.0], [7.0, 237.85098039215686], [8.0, 270970.1999999999], [9.0, 376328.85098039213], [10.0, 243810.93333333332], [11.0, 10616.800000000005], [12.0, 724758.5725490197], [13.0, 120107.90196078422], [14.0, 91170.29019607842], [15.0, 1465.3019607843137], [16.0, 13478.137254901974], [17.0, 16881.560784313704]]",ITA,ADM0
2017_01_01_0000000000000000000c,"[[1.0, 363.74901960784314], [2.0, 13.92156862745098], [3.0, 83.0], [4.0, 417.0], [5.0, 1374.043137254902], [6.0, 0.0], [7.0, 219.58039215686273], [8.0, 2255.0666666666666], [9.0, 9969.549019607843], [10.0, 1027202.9372549001], [11.0, 1233.0], [12.0, 107334.0627450981], [13.0, 14130.909803921568], [14.0, 543.0], [15.0, 31569.474509803906], [16.0, 168743.34117647057], [17.0, 49130.90980392157]]",KGZ,ADM0
2017_01_01_0000000000000000000d,"[[1.0, 137.0], [2.0, 583235.8627450982], [3.0, 0.0], [4.0, 11599.870588235295], [5.0, 9380.592156862745], [6.0, 13.0], [7.0, 5.0], [8.0, 248201.48235294133], [9.0, 69128.46666666667], [10.0, 77613.67450980388], [11.0, 2463.752941176471], [12.0, 21768.6431372549], [13.0, 849.7607843137255], [14.0, 545.1333333333333], [15.0, 0.0], [16.0, 295.8666666666667], [17.0, 3582.639215686274]]",LAO,ADM0
2017_01_01_0000000000000000000e,"[[1.0, 38885.06274509802], [2.0, 0.0], [3.0, 13.0], [4.0, 18153.60784313725], [5.0, 281387.03921568615], [6.0, 0.0], [7.0, 0.0], [8.0, 221030.8235294118], [9.0, 77033.71764705885], [10.0, 62022.47843137253], [11.0, 2107.8823529411798], [12.0, 120985.3764705882], [13.0, 3339.694117647059], [14.0, 28773.023529411763], [15.0, 0.0], [16.0, 6.462745098039216], [17.0, 8312.011764705867]]",LVA,ADM0
2017_01_01_0000000000000000000f,"[[1.0, 310.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 15576.564705882354], [8.0, 226.0], [9.0, 5646.101960784314], [10.0, 21516.223529411785], [11.0, 42.9764705882353], [12.0, 12753.48627450981], [13.0, 2830.3372549019628], [14.0, 17.992156862745098], [15.0, 0.0], [16.0, 566.0549019607844], [17.0, 56.905882352941234]]",LBN,ADM0
2017_01_01_00000000000000000010,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 590.521568627451], [7.0, 12629.356862745099], [8.0, 5.0], [9.0, 161.38039215686274], [10.0, 144165.10196078444], [11.0, 26.0], [12.0, 3973.7803921568634], [13.0, 478.57647058823534], [14.0, 102.0], [15.0, 0.0], [16.0, 68.0], [17.0, 1.0]]",LSO,ADM0
2017_01_01_00000000000000000011,"[[1.0, 3.1137254901960785], [2.0, 169023.3019607842], [3.0, 0.0], [4.0, 1.0], [5.0, 0.0], [6.0, 1.0], [7.0, 0.0], [8.0, 208089.56470588248], [9.0, 9791.454901960784], [10.0, 853.513725490196], [11.0, 996.3176470588229], [12.0, 74.0], [13.0, 922.5254901960784], [14.0, 757.364705882353], [15.0, 0.0], [16.0, 2.458823529411765], [17.0, 298.32156862745074]]",LBR,ADM0
2017_01_01_00000000000000000012,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 5.0], [7.0, 58083.039215686236], [8.0, 6.0], [9.0, 59.0], [10.0, 44998.96078431368], [11.0, 0.0], [12.0, 58650.2156862745], [13.0, 8131.105882352945], [14.0, 0.0], [15.0, 0.0], [16.0, 8042949.380392164], [17.0, 779.9098039215693]]",LBY,ADM0
2017_01_01_00000000000000000013,"[[1.0, 22.24313725490196], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 307.87450980392146], [6.0, 0.0], [7.0, 0.0], [8.0, 251.20392156862746], [9.0, 413.27450980392143], [10.0, 284.1607843137254], [11.0, 0.0], [12.0, 0.0], [13.0, 93.93725490196078], [14.0, 10.196078431372548], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",LIE,ADM0
2017_01_01_00000000000000000014,"[[1.0, 43159.894117647054], [2.0, 0.0], [3.0, 33.27058823529412], [4.0, 8789.066666666666], [5.0, 146340.81568627452], [6.0, 0.0], [7.0, 0.0], [8.0, 75669.00000000001], [9.0, 126960.67450980388], [10.0, 109665.17254901958], [11.0, 2558.1921568627445], [12.0, 261114.3333333332], [13.0, 4820.196078431372], [14.0, 17790.67843137255], [15.0, 0.0], [16.0, 5.325490196078432], [17.0, 4113.650980392157]]",LTU,ADM0
2017_01_01_00000000000000000015,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 798.0000000000001], [5.0, 4330.509803921569], [6.0, 0.0], [7.0, 0.0], [8.0, 2158.8117647058834], [9.0, 6542.67843137255], [10.0, 2851.458823529412], [11.0, 12.141176470588237], [12.0, 3633.862745098039], [13.0, 1489.913725490196], [14.0, 3054.345098039216], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",LUX,ADM0
2017_01_01_00000000000000000016,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 2.003921568627451], [10.0, 0.0], [11.0, 0.027450980392156862], [12.0, 0.0], [13.0, 13.603921568627452], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.2980392156862745]]",MCO,ADM0
2017_01_01_00000000000000000017,"[[1.0, 11642.2], [2.0, 0.0], [3.0, 69569.5137254902], [4.0, 15886.109803921569], [5.0, 34698.97647058823], [6.0, 6.0], [7.0, 9493.831372549019], [8.0, 273608.8039215687], [9.0, 238338.2980392157], [10.0, 8825957.207843138], [11.0, 7117.996078431373], [12.0, 4521.141176470588], [13.0, 8964.890196078431], [14.0, 2.003921568627451], [15.0, 1411.4941176470588], [16.0, 3800581.6352941175], [17.0, 111578.60392156863]]",MNG,ADM0
2017_01_01_00000000000000000018,"[[1.0, 1932.6196078431371], [2.0, 242.89019607843133], [3.0, 0.0], [4.0, 10095.850980392152], [5.0, 5661.250980392154], [6.0, 3.0], [7.0, 0.0], [8.0, 23324.83921568629], [9.0, 33077.05098039215], [10.0, 25292.46274509803], [11.0, 339.57254901960783], [12.0, 242.40000000000003], [13.0, 750.6745098039216], [14.0, 232.00000000000003], [15.0, 0.0], [16.0, 7.905882352941177], [17.0, 2122.094117647055]]",MNE,ADM0
2017_01_01_00000000000000000019,"[[1.0, 652.9019607843138], [2.0, 0.0], [3.0, 0.0], [4.0, 25297.654901960796], [5.0, 1889.8588235294117], [6.0, 0.0], [7.0, 0.0], [8.0, 32273.360784313747], [9.0, 29613.74901960786], [10.0, 65523.20784313733], [11.0, 618.1529411764707], [12.0, 20012.305882352935], [13.0, 3021.5333333333333], [14.0, 208.02745098039213], [15.0, 0.0], [16.0, 28.372549019607845], [17.0, 2974.8196078431365]]",MKD,ADM0
2017_01_01_0000000000000000001a,"[[1.0, 113.97254901960784], [2.0, 231085.42352941184], [3.0, 1.1098039215686275], [4.0, 44950.2431372549], [5.0, 2495.4980392156863], [6.0, 14728.858823529412], [7.0, 57132.05882352941], [8.0, 236025.49411764706], [9.0, 277274.7960784314], [10.0, 1763888.1607843158], [11.0, 14838.172549019642], [12.0, 19669.352941176472], [13.0, 1255.0313725490196], [14.0, 1483.0], [15.0, 0.0], [16.0, 1111.1294117647062], [17.0, 11828.603921568569]]",MDG,ADM0
2017_01_01_0000000000000000001b,"[[1.0, 8.0], [2.0, 4019.062745098039], [3.0, 0.0], [4.0, 12275.294117647058], [5.0, 14684.270588235295], [6.0, 68.0], [7.0, 359.28235294117644], [8.0, 10622.4], [9.0, 95505.20392156861], [10.0, 141555.9098039216], [11.0, 4168.290196078432], [12.0, 117674.57254901962], [13.0, 951.0], [14.0, 2558.7686274509806], [15.0, 0.0], [16.0, 311.078431372549], [17.0, 99729.7450980393]]",MWI,ADM0
2017_01_01_0000000000000000001c,"[[1.0, 10.827450980392157], [2.0, 886712.11372549], [3.0, 1.0], [4.0, 26.0], [5.0, 3.0], [6.0, 104.0], [7.0, 1.0], [8.0, 303263.94117647054], [9.0, 20048.290196078426], [10.0, 41067.27058823529], [11.0, 26765.494117647042], [12.0, 12891.639215686275], [13.0, 20504.976470588223], [14.0, 9849.745098039213], [15.0, 0.0], [16.0, 38.772549019607844], [17.0, 10723.682352941156]]",MYS,ADM0
2017_01_01_0000000000000000001d,"[[1.0, 0.0392156862745098], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 4.509803921568627], [10.0, 0.0], [11.0, 111.3607843137255], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 1.8901960784313725], [16.0, 17.666666666666664], [17.0, 517.6392156862746]]",MDV,ADM0
2017_01_01_0000000000000000001e,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 29.0], [5.0, 1.0], [6.0, 0.0], [7.0, 5942.4862745098035], [8.0, 21.0], [9.0, 30858.34901960785], [10.0, 2035582.6549019506], [11.0, 1273.1647058823528], [12.0, 81934.9137254902], [13.0, 2099.1960784313724], [14.0, 161.4470588235294], [15.0, 0.0], [16.0, 3403022.7921568635], [17.0, 2360.2078431372547]]",MLI,ADM0
2017_01_01_0000000000000000001f,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.7764705882352941], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 201.76470588235293], [11.0, 28.756862745098033], [12.0, 927.1607843137255], [13.0, 752.6392156862743], [14.0, 0.0], [15.0, 0.0], [16.0, 3.5019607843137255], [17.0, 59.72941176470597]]",MLT,ADM0
2017_01_01_00000000000000000020,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 8088.407843137255], [8.0, 0.0], [9.0, 16.36078431372549], [10.0, 739982.2941176471], [11.0, 4.909803921568628], [12.0, 191.94901960784313], [13.0, 661.5764705882352], [14.0, 0.0], [15.0, 0.0], [16.0, 4004194.062745092], [17.0, 1356.5960784313722]]",MRT,ADM0
2017_01_01_00000000000000000021,"[[1.0, 0.0], [2.0, 1441.6823529411768], [3.0, 0.1411764705882353], [4.0, 4.403921568627451], [5.0, 16.0], [6.0, 0.0], [7.0, 0.0], [8.0, 94.54901960784314], [9.0, 1832.4000000000005], [10.0, 816.4823529411764], [11.0, 268.76862745098026], [12.0, 3029.2431372549026], [13.0, 234.2235294117647], [14.0, 1292.8901960784315], [15.0, 0.0], [16.0, 9.745098039215687], [17.0, 99.58039215686283]]",MUS,ADM0
2017_01_01_00000000000000000022,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 10638.396078431375], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 2061.0392156862745], [9.0, 8096.392156862745], [10.0, 6817.807843137259], [11.0, 253.21960784313728], [12.0, 247563.63529411782], [13.0, 9513.980392156865], [14.0, 7046.239215686272], [15.0, 0.0], [16.0, 0.0], [17.0, 1311.7137254901959]]",MDA,ADM0
2017_01_01_00000000000000000023,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 7855.58431372549], [8.0, 0.0], [9.0, 341.18039215686275], [10.0, 21070.117647058825], [11.0, 6.509803921568627], [12.0, 801.3529411764706], [13.0, 1677.9803921568628], [14.0, 0.0], [15.0, 0.0], [16.0, 1383654.5019607851], [17.0, 1477.180392156863]]",OMN,ADM0
2017_01_01_00000000000000000024,"[[1.0, 6847.403921568629], [2.0, 27.0], [3.0, 0.0], [4.0, 115.1686274509804], [5.0, 3417.0745098039215], [6.0, 399.9764705882353], [7.0, 617302.8156862746], [8.0, 24683.86666666666], [9.0, 117821.7450980393], [10.0, 650650.2823529411], [11.0, 5006.886274509805], [12.0, 954111.4627450975], [13.0, 38906.99607843138], [14.0, 8584.513725490197], [15.0, 61837.79607843142], [16.0, 2176479.1647058823], [17.0, 20860.047058823533]]",PAK,ADM0
2017_01_01_00000000000000000025,"[[1.0, 1.5019607843137255], [2.0, 1138.8117647058828], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 48.0], [9.0, 5.0], [10.0, 17.0], [11.0, 572.6156862745099], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.8509803921568627], [17.0, 105.72941176470593]]",PLW,ADM0
2017_01_01_00000000000000000026,"[[1.0, 111.44313725490197], [2.0, 397504.1764705879], [3.0, 0.4], [4.0, 874.3843137254902], [5.0, 108.3686274509804], [6.0, 6.0], [7.0, 4.0], [8.0, 338213.0196078432], [9.0, 166178.6078431371], [10.0, 71735.031372549], [11.0, 28577.945098039203], [12.0, 86751.2745098039], [13.0, 14156.501960784313], [14.0, 106729.36470588236], [15.0, 0.0], [16.0, 148.09019607843138], [17.0, 22257.16862745073]]",PHL,ADM0
2017_01_01_00000000000000000027,"[[1.0, 321499.1294117647], [2.0, 0.0], [3.0, 146.52941176470588], [4.0, 70089.57647058823], [5.0, 432006.82745098067], [6.0, 0.0], [7.0, 0.0], [8.0, 222119.43529411766], [9.0, 330494.9960784313], [10.0, 226162.66274509803], [11.0, 18866.533333333355], [12.0, 1471656.839215686], [13.0, 87379.21176470586], [14.0, 114214.03921568627], [15.0, 0.0], [16.0, 54.45882352941177], [17.0, 14982.290196078418]]",POL,ADM0
2017_01_01_00000000000000000028,"[[1.0, 29889.415686274504], [2.0, 10143.976470588235], [3.0, 1.9647058823529413], [4.0, 319.96078431372547], [5.0, 2184.4862745098044], [6.0, 842.9647058823529], [7.0, 530.6470588235294], [8.0, 109042.36862745095], [9.0, 199647.14509803924], [10.0, 151782.74117647053], [11.0, 3194.3019607843135], [12.0, 89245.54509803922], [13.0, 12778.400000000003], [14.0, 8358.0], [15.0, 0.0], [16.0, 410.85490196078433], [17.0, 2931.8862745098004]]",PRT,ADM0
2017_01_01_00000000000000000029,"[[1.0, 46623.05098039216], [2.0, 0.0], [3.0, 8.0], [4.0, 334499.2509803922], [5.0, 108538.92941176472], [6.0, 0.0], [7.0, 1.0], [8.0, 181451.63529411764], [9.0, 245652.76470588235], [10.0, 104293.7686274509], [11.0, 12359.20784313726], [12.0, 833636.3764705892], [13.0, 46237.92156862743], [14.0, 36346.69019607843], [15.0, 0.0], [16.0, 72.91372549019609], [17.0, 10826.51372549019]]",ROU,ADM0
2017_01_01_0000000000000000002a,"[[1.0, 0.0], [2.0, 4908.474509803922], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 3.0], [7.0, 160.0], [8.0, 668.6156862745098], [9.0, 9938.250980392157], [10.0, 29774.043137254896], [11.0, 3077.823529411764], [12.0, 24305.980392156864], [13.0, 478.5686274509804], [14.0, 24263.64705882353], [15.0, 0.0], [16.0, 37.2235294117647], [17.0, 4307.490196078431]]",RWA,ADM0
2017_01_01_0000000000000000002b,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.08627450980392157], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 312.67450980392164], [10.0, 8.0], [11.0, 0.0], [12.0, 52.937254901960785], [13.0, 53.321568627450986], [14.0, 43.95294117647059], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",SMR,ADM0
2017_01_01_0000000000000000002c,"[[1.0, 986.2509803921571], [2.0, 3335.788235294118], [3.0, 0.0], [4.0, 99.71372549019608], [5.0, 72.98039215686273], [6.0, 81.0], [7.0, 152160.30980392147], [8.0, 2963.1803921568626], [9.0, 2856.290196078432], [10.0, 54282.647058823495], [11.0, 516.4431372549017], [12.0, 161880.00392156863], [13.0, 9225.568627450992], [14.0, 284.14509803921567], [15.0, 2.0], [16.0, 517078.22745098063], [17.0, 3666.1843137254787]]",TUN,ADM0
